Gene	Gene name
ENSG00000145217	SLC26A1
ENSG00000145220	LYAR
ENSG00000145241	CENPC
ENSG00000145244	CORIN
ENSG00000145246	ATP10D
ENSG00000145247	OCIAD2
ENSG00000145287	PLAC8
ENSG00000145293	ENOPH1
ENSG00000145331	TRMT10A
ENSG00000145332	KLHL8
ENSG00000145337	PYURF
ENSG00000145348	TBCK
ENSG00000145349	CAMK2D
ENSG00000145354	CISD2
ENSG00000145358	DDIT4L
ENSG00000145362	ANK2
ENSG00000145365	TIFA
ENSG00000145375	SPATA5
ENSG00000145384	FABP2
ENSG00000145386	CCNA2
ENSG00000145388	METTL14
ENSG00000145390	USP53
ENSG00000145391	SETD7
ENSG00000145414	NAF1
ENSG00000145416	MARCH1
ENSG00000145423	SFRP2
ENSG00000145425	RPS3A
ENSG00000145431	PDGFC
ENSG00000145476	CYP4V2
ENSG00000145495	MARCH6
ENSG00000145555	MYO10
ENSG00000145569	FAM105A
ENSG00000145604	SKP2
ENSG00000145623	OSMR
ENSG00000145626	UGT3A1
ENSG00000145632	PLK2
ENSG00000145675	PIK3R1
ENSG00000145681	HAPLN1
ENSG00000145685	LHFPL2
ENSG00000145687	SSBP2
ENSG00000145692	BHMT
ENSG00000145703	IQGAP2
ENSG00000145721	LIX1
ENSG00000145723	GIN1
ENSG00000145725	PPIP5K2
ENSG00000145730	PAM
ENSG00000145736	GTF2H2
ENSG00000145740	SLC30A5
ENSG00000145741	BTF3
ENSG00000145743	FBXL17
ENSG00000145757	SPATA9
ENSG00000145779	TNFAIP8
ENSG00000145780	FEM1C
ENSG00000145781	COMMD10
ENSG00000145808	ADAMTS19
ENSG00000145817	YIPF5
ENSG00000145819	ARHGAP26
ENSG00000145832	SLC25A48
ENSG00000145833	DDX46
ENSG00000145860	RNF145
ENSG00000145861	C1QTNF2
ENSG00000145868	FBXO38
ENSG00000145882	PCYOX1L
ENSG00000145901	TNIP1
ENSG00000145907	G3BP1
ENSG00000145908	ZNF300
ENSG00000145911	N4BP3
ENSG00000145912	NHP2
ENSG00000145916	RMND5B
ENSG00000145920	CPLX2
ENSG00000145934	TENM2
ENSG00000145945	FAM50B
ENSG00000145982	FARS2
ENSG00000145990	GFOD1
ENSG00000145996	CDKAL1
ENSG00000146007	ZMAT2
ENSG00000146013	GFRA3
ENSG00000146038	DCDC2
ENSG00000146054	TRIM7
ENSG00000146063	TRIM41
ENSG00000146066	HIGD2A
ENSG00000146067	FAM193B
ENSG00000146070	PLA2G7
ENSG00000146083	RNF44
ENSG00000146085	MUT
ENSG00000146090	RASGEF1C
ENSG00000146109	ABT1
ENSG00000146112	PPP1R18
ENSG00000146122	DAAM2
ENSG00000146143	PRIM2
ENSG00000146147	MLIP
ENSG00000146166	LGSN
ENSG00000146197	SCUBE3
ENSG00000146215	CRIP3
ENSG00000146216	TTBK1
ENSG00000146221	TCTE1
ENSG00000146223	RPL7L1
ENSG00000146232	NFKBIE
ENSG00000146242	TPBG
ENSG00000146243	IRAK1BP1
ENSG00000146247	PHIP
ENSG00000146263	MMS22L
ENSG00000146267	FAXC
ENSG00000146278	PNRC1
ENSG00000146281	PM20D2
ENSG00000146282	RARS2
ENSG00000146285	SCML4
ENSG00000146350	TBC1D32
ENSG00000146376	ARHGAP18
ENSG00000146386	ABRACL
ENSG00000146409	SLC18B1
ENSG00000146410	MTFR2
ENSG00000146411	SLC2A12
ENSG00000146414	SHPRH
ENSG00000146416	AIG1
ENSG00000146425	DYNLT1
ENSG00000146426	TIAM2
ENSG00000146433	TMEM181
ENSG00000146457	WTAP
ENSG00000146463	ZMYM4
ENSG00000146469	VIP
ENSG00000146476	ARMT1
ENSG00000146477	SLC22A3
ENSG00000146530	VWDE
ENSG00000146535	GNA12
ENSG00000146540	C7orf50
ENSG00000146555	SDK1
ENSG00000146574	CCZ1B
ENSG00000146576	C7orf26
ENSG00000146587	RBAK
ENSG00000146592	CREB5
ENSG00000146648	EGFR
ENSG00000146670	CDCA5
ENSG00000146674	IGFBP3
ENSG00000146676	PURB
ENSG00000146678	IGFBP1
ENSG00000146701	MDH2
ENSG00000146707	POMZP3
ENSG00000146729	GBAS
ENSG00000146731	CCT6A
ENSG00000146733	PSPH
ENSG00000146755	TRIM50
ENSG00000146757	ZNF92
ENSG00000146776	ATXN7L1
ENSG00000146826	C7orf43
ENSG00000146830	GIGYF1
ENSG00000146833	TRIM4
ENSG00000146834	MEPCE
ENSG00000146842	TMEM209
ENSG00000146856	AGBL3
ENSG00000146858	ZC3HAV1L
ENSG00000146909	NOM1
ENSG00000146918	NCAPG2
ENSG00000146950	SHROOM2
ENSG00000146963	LUC7L2
ENSG00000147003	TMEM27
ENSG00000147010	SH3KBP1
ENSG00000147027	TMEM47
ENSG00000147036	LANCL3
ENSG00000147041	SYTL5
ENSG00000147044	CASK
ENSG00000147050	KDM6A
ENSG00000147059	SPIN2A
ENSG00000147065	MSN
ENSG00000147082	CCNB3
ENSG00000147099	HDAC8
ENSG00000147100	SLC16A2
ENSG00000147118	ZNF182
ENSG00000147121	KRBOX4
ENSG00000147123	NDUFB11
ENSG00000147124	ZNF41
ENSG00000147130	ZMYM3
ENSG00000147133	TAF1
ENSG00000147138	GPR174
ENSG00000147140	NONO
ENSG00000147144	CCDC120
ENSG00000147145	LPAR4
ENSG00000147155	EBP
ENSG00000147162	OGT
ENSG00000147166	ITGB1BP2
ENSG00000147168	IL2RG
ENSG00000147174	GCNA
ENSG00000147180	ZNF711
ENSG00000147202	DIAPH2
ENSG00000147206	NXF3
ENSG00000147224	PRPS1
ENSG00000147231	CXorf57
ENSG00000147251	DOCK11
ENSG00000147255	IGSF1
ENSG00000147256	ARHGAP36
ENSG00000147257	GPC3
ENSG00000147274	RBMX
ENSG00000147316	MCPH1
ENSG00000147324	MFHAS1
ENSG00000147381	MAGEA4
ENSG00000147383	NSDHL
ENSG00000147394	ZNF185
ENSG00000147403	RPL10
ENSG00000147408	CSGALNACT1
ENSG00000147416	ATP6V1B2
ENSG00000147419	CCDC25
ENSG00000147421	HMBOX1
ENSG00000147457	CHMP7
ENSG00000147459	DOCK5
ENSG00000147471	PROSC
ENSG00000147475	ERLIN2
ENSG00000147485	PXDNL
ENSG00000147535	PLPP5
ENSG00000147536	GINS4
ENSG00000147548	NSD3
ENSG00000147570	DNAJC5B
ENSG00000147573	TRIM55
ENSG00000147576	ADHFE1
ENSG00000147586	MRPS28
ENSG00000147592	LACTB2
ENSG00000147596	PRDM14
ENSG00000147601	TERF1
ENSG00000147604	RPL7
ENSG00000147614	ATP6V0D2
ENSG00000147642	SYBU
ENSG00000147649	MTDH
ENSG00000147650	LRP12
ENSG00000147654	EBAG9
ENSG00000147669	POLR2K
ENSG00000147677	EIF3H
ENSG00000147679	UTP23
ENSG00000147684	NDUFB9
ENSG00000147687	TATDN1
ENSG00000147689	FAM83A
ENSG00000147697	GSDMC
ENSG00000147724	FAM135B
ENSG00000147789	ZNF7
ENSG00000147799	ARHGAP39
ENSG00000147813	NAPRT
ENSG00000147852	VLDLR
ENSG00000147853	AK3
ENSG00000147854	UHRF2
ENSG00000147862	NFIB
ENSG00000147872	PLIN2
ENSG00000147874	HAUS6
ENSG00000147883	CDKN2B
ENSG00000147889	CDKN2A
ENSG00000147905	ZCCHC7
ENSG00000147912	FBXO10
ENSG00000147996	CBWD5
ENSG00000148053	NTRK2
ENSG00000148057	IDNK
ENSG00000148082	SHC3
ENSG00000148110	MFSD14B
ENSG00000148120	C9orf3
ENSG00000148123	PLPPR1
ENSG00000148143	ZNF462
ENSG00000148153	INIP
ENSG00000148158	SNX30
ENSG00000148175	STOM
ENSG00000148180	GSN
ENSG00000148187	MRRF
ENSG00000148200	NR6A1
ENSG00000148219	ASTN2
ENSG00000148225	WDR31
ENSG00000148229	POLE3
ENSG00000148291	SURF2
ENSG00000148296	SURF6
ENSG00000148297	MED22
ENSG00000148300	REXO4
ENSG00000148303	RPL7A
ENSG00000148308	GTF3C5
ENSG00000148334	PTGES2
ENSG00000148335	NTMT1
ENSG00000148337	CIZ1
ENSG00000148339	SLC25A25
ENSG00000148341	SH3GLB2
ENSG00000148343	MIGA2
ENSG00000148344	PTGES
ENSG00000148346	LCN2
ENSG00000148356	LRSAM1
ENSG00000148357	HMCN2
ENSG00000148358	GPR107
ENSG00000148362	C9orf142
ENSG00000148396	SEC16A
ENSG00000148399	DPH7
ENSG00000148400	NOTCH1
ENSG00000148411	NACC2
ENSG00000148426	PROSER2
ENSG00000148459	PDSS1
ENSG00000148468	FAM171A1
ENSG00000148481	MINDY3
ENSG00000148484	RSU1
ENSG00000148488	ST8SIA6
ENSG00000148498	PARD3
ENSG00000148516	ZEB1
ENSG00000148541	FAM13C
ENSG00000148572	NRBF2
ENSG00000148584	A1CF
ENSG00000148606	POLR3A
ENSG00000148634	HERC4
ENSG00000148655	C10orf11
ENSG00000148660	CAMK2G
ENSG00000148671	ADIRF
ENSG00000148672	GLUD1
ENSG00000148677	ANKRD1
ENSG00000148680	HTR7
ENSG00000148688	RPP30
ENSG00000148700	ADD3
ENSG00000148704	VAX1
ENSG00000148719	DNAJB12
ENSG00000148730	EIF4EBP2
ENSG00000148735	PLEKHS1
ENSG00000148737	TCF7L2
ENSG00000148773	MKI67
ENSG00000148798	INA
ENSG00000148814	LRRC27
ENSG00000148824	MTG1
ENSG00000148832	PAOX
ENSG00000148835	TAF5
ENSG00000148840	PPRC1
ENSG00000148841	ITPRIP
ENSG00000148842	CNNM2
ENSG00000148843	PDCD11
ENSG00000148848	ADAM12
ENSG00000148908	RGS10
ENSG00000148925	BTBD10
ENSG00000148935	GAS2
ENSG00000148948	LRRC4C
ENSG00000148985	PGAP2
ENSG00000149016	TUT1
ENSG00000149043	SYT8
ENSG00000149054	ZNF215
ENSG00000149089	APIP
ENSG00000149091	DGKZ
ENSG00000149100	EIF3M
ENSG00000149136	SSRP1
ENSG00000149150	SLC43A1
ENSG00000149179	C11orf49
ENSG00000149182	ARFGAP2
ENSG00000149187	CELF1
ENSG00000149201	CCDC81
ENSG00000149212	SESN3
ENSG00000149218	ENDOD1
ENSG00000149231	CCDC82
ENSG00000149243	KLHL35
ENSG00000149257	SERPINH1
ENSG00000149262	INTS4
ENSG00000149269	PAK1
ENSG00000149273	RPS3
ENSG00000149289	ZC3H12C
ENSG00000149292	TTC12
ENSG00000149294	NCAM1
ENSG00000149300	C11orf52
ENSG00000149308	NPAT
ENSG00000149311	ATM
ENSG00000149328	GLB1L2
ENSG00000149346	SLX4IP
ENSG00000149357	LAMTOR1
ENSG00000149418	ST14
ENSG00000149451	ADAM33
ENSG00000149474	KAT14
ENSG00000149476	TKFC
ENSG00000149480	MTA2
ENSG00000149483	TMEM138
ENSG00000149489	ROM1
ENSG00000149503	INCENP
ENSG00000149532	CPSF7
ENSG00000149547	EI24
ENSG00000149548	CCDC15
ENSG00000149554	CHEK1
ENSG00000149557	FEZ1
ENSG00000149564	ESAM
ENSG00000149573	MPZL2
ENSG00000149582	TMEM25
ENSG00000149591	TAGLN
ENSG00000149599	DUSP15
ENSG00000149600	COMMD7
ENSG00000149633	KIAA1755
ENSG00000149634	SPATA25
ENSG00000149636	DSN1
ENSG00000149639	SOGA1
ENSG00000149657	LSM14B
ENSG00000149679	CABLES2
ENSG00000149716	ORAOV1
ENSG00000149743	TRPT1
ENSG00000149761	NUDT22
ENSG00000149781	FERMT3
ENSG00000149782	PLCB3
ENSG00000149798	CDC42EP2
ENSG00000149806	FAU
ENSG00000149809	TM7SF2
ENSG00000149823	VPS51
ENSG00000149922	TBX6
ENSG00000149923	PPP4C
ENSG00000149925	ALDOA
ENSG00000149927	DOC2A
ENSG00000149929	HIRIP3
ENSG00000149930	TAOK2
ENSG00000149948	HMGA2
ENSG00000149968	MMP3
ENSG00000149970	CNKSR2
ENSG00000149972	CNTN5
ENSG00000150051	MKX
ENSG00000150054	MPP7
ENSG00000150093	ITGB1
ENSG00000150316	CWC15
ENSG00000150347	ARID5B
ENSG00000150401	DCUN1D2
ENSG00000150403	TMCO3
ENSG00000150433	TMEM218
ENSG00000150455	TIRAP
ENSG00000150456	EEF1AKMT1
ENSG00000150457	LATS2
ENSG00000150459	SAP18
ENSG00000150477	KIAA1328
ENSG00000150510	FAM124A
ENSG00000150526	MIA2
ENSG00000150593	PDCD4
ENSG00000150627	WDR17
ENSG00000150636	CCDC102B
ENSG00000150637	CD226
ENSG00000150667	FSIP1
ENSG00000150672	DLG2
ENSG00000150676	CCDC83
ENSG00000150681	RGS18
ENSG00000150722	PPP1R1C
ENSG00000150753	CCT5
ENSG00000150756	FAM173B
ENSG00000150760	DOCK1
ENSG00000150764	DIXDC1
ENSG00000150768	DLAT
ENSG00000150773	PIH1D2
ENSG00000150776	C11orf57
ENSG00000150782	IL18
ENSG00000150787	PTS
ENSG00000150867	PIP4K2A
ENSG00000150893	FREM2
ENSG00000150907	FOXO1
ENSG00000150961	SEC24D
ENSG00000150967	ABCB9
ENSG00000150977	RILPL2
ENSG00000150990	DHX37
ENSG00000150995	ITPR1
ENSG00000151012	SLC7A11
ENSG00000151014	NOCT
ENSG00000151025	GPR158
ENSG00000151065	DCP1B
ENSG00000151090	THRB
ENSG00000151093	OXSM
ENSG00000151116	UEVLD
ENSG00000151117	TMEM86A
ENSG00000151131	C12orf45
ENSG00000151136	BTBD11
ENSG00000151148	UBE3B
ENSG00000151150	ANK3
ENSG00000151151	IPMK
ENSG00000151208	DLG5
ENSG00000151229	SLC2A13
ENSG00000151239	TWF1
ENSG00000151240	DIP2C
ENSG00000151247	EIF4E
ENSG00000151276	MAGI1
ENSG00000151304	SRFBP1
ENSG00000151322	NPAS3
ENSG00000151327	FAM177A1
ENSG00000151332	MBIP
ENSG00000151338	MIPOL1
ENSG00000151348	EXT2
ENSG00000151353	TMEM18
ENSG00000151365	THRSP
ENSG00000151366	NDUFC2
ENSG00000151388	ADAMTS12
ENSG00000151413	NUBPL
ENSG00000151414	NEK7
ENSG00000151422	FER
ENSG00000151458	ANKRD50
ENSG00000151461	UPF2
ENSG00000151465	CDC123
ENSG00000151466	SCLT1
ENSG00000151468	CCDC3
ENSG00000151470	C4orf33
ENSG00000151474	FRMD4A
ENSG00000151475	SLC25A31
ENSG00000151491	EPS8
ENSG00000151500	THYN1
ENSG00000151503	NCAPD3
ENSG00000151532	VTI1A
ENSG00000151552	QDPR
ENSG00000151553	FAM160B1
ENSG00000151575	TEX9
ENSG00000151576	QTRT2
ENSG00000151611	MMAA
ENSG00000151612	ZNF827
ENSG00000151623	NR3C2
ENSG00000151632	AKR1C2
ENSG00000151640	DPYSL4
ENSG00000151650	VENTX
ENSG00000151655	ITIH2
ENSG00000151657	KIN
ENSG00000151687	ANKAR
ENSG00000151689	INPP1
ENSG00000151690	MFSD6
ENSG00000151692	RNF144A
ENSG00000151693	ASAP2
ENSG00000151694	ADAM17
ENSG00000151702	FLI1
ENSG00000151715	TMEM45B
ENSG00000151718	WWC2
ENSG00000151725	CENPU
ENSG00000151726	ACSL1
ENSG00000151729	SLC25A4
ENSG00000151743	AMN1
ENSG00000151746	BICD1
ENSG00000151748	SAV1
ENSG00000151773	CCDC122
ENSG00000151779	NBAS
ENSG00000151790	TDO2
ENSG00000151806	GUF1
ENSG00000151812	SLC35F4
ENSG00000151838	CCDC175
ENSG00000151846	PABPC3
ENSG00000151849	CENPJ
ENSG00000151876	FBXO4
ENSG00000151881	TMEM267
ENSG00000151883	PARP8
ENSG00000151892	GFRA1
ENSG00000151893	CACUL1
ENSG00000151914	DST
ENSG00000151917	BEND6
ENSG00000151923	TIAL1
ENSG00000151929	BAG3
ENSG00000151948	GLT1D1
ENSG00000151967	SCHIP1
ENSG00000152049	KCNE4
ENSG00000152056	AP1S3
ENSG00000152061	RABGAP1L
ENSG00000152076	CCDC74B
ENSG00000152078	TMEM56
ENSG00000152082	MZT2B
ENSG00000152086	TUBA3E
ENSG00000152092	ASTN1
ENSG00000152104	PTPN14
ENSG00000152133	GPATCH11
ENSG00000152137	HSPB8
ENSG00000152147	GEMIN6
ENSG00000152154	TMEM178A
ENSG00000152193	RNF219
ENSG00000152217	SETBP1
ENSG00000152219	ARL14EP
ENSG00000152223	EPG5
ENSG00000152229	PSTPIP2
ENSG00000152234	ATP5A1
ENSG00000152240	HAUS1
ENSG00000152242	C18orf25
ENSG00000152253	SPC25
ENSG00000152256	PDK1
ENSG00000152270	PDE3B
ENSG00000152284	TCF7L1
ENSG00000152291	TGOLN2
ENSG00000152315	KCNK13
ENSG00000152332	UHMK1
ENSG00000152348	ATG10
ENSG00000152359	POC5
ENSG00000152377	SPOCK1
ENSG00000152380	FAM151B
ENSG00000152382	TADA1
ENSG00000152404	CWF19L2
ENSG00000152409	JMY
ENSG00000152413	HOMER1
ENSG00000152422	XRCC4
ENSG00000152439	ZNF773
ENSG00000152443	ZNF776
ENSG00000152454	ZNF256
ENSG00000152455	SUV39H2
ENSG00000152457	DCLRE1C
ENSG00000152464	RPP38
ENSG00000152465	NMT2
ENSG00000152467	ZSCAN1
ENSG00000152475	ZNF837
ENSG00000152492	CCDC50
ENSG00000152495	CAMK4
ENSG00000152503	TRIM36
ENSG00000152527	PLEKHH2
ENSG00000152556	PFKM
ENSG00000152558	TMEM123
ENSG00000152580	IGSF10
ENSG00000152601	MBNL1
ENSG00000152611	CAPSL
ENSG00000152661	GJA1
ENSG00000152683	SLC30A6
ENSG00000152684	PELO
ENSG00000152689	RASGRP3
ENSG00000152700	SAR1B
ENSG00000152749	GPR180
ENSG00000152766	ANKRD22
ENSG00000152767	FARP1
ENSG00000152778	IFIT5
ENSG00000152779	SLC16A12
ENSG00000152784	PRDM8
ENSG00000152795	HNRNPDL
ENSG00000152804	HHEX
ENSG00000152818	UTRN
ENSG00000152822	GRM1
ENSG00000152894	PTPRK
ENSG00000152926	ZNF117
ENSG00000152932	RAB3C
ENSG00000152936	LMNTD1
ENSG00000152939	MARVELD2
ENSG00000152942	RAD17
ENSG00000152944	MED21
ENSG00000152952	PLOD2
ENSG00000152953	STK32B
ENSG00000152954	NRSN1
ENSG00000152977	ZIC1
ENSG00000153006	SREK1IP1
ENSG00000153012	LGI2
ENSG00000153015	CWC27
ENSG00000153029	MR1
ENSG00000153044	CENPH
ENSG00000153046	CDYL
ENSG00000153060	TEKT5
ENSG00000153064	BANK1
ENSG00000153066	TXNDC11
ENSG00000153071	DAB2
ENSG00000153093	ACOXL
ENSG00000153107	ANAPC1
ENSG00000153113	CAST
ENSG00000153130	SCOC
ENSG00000153132	CLGN
ENSG00000153140	CETN3
ENSG00000153147	SMARCA5
ENSG00000153157	SYCP2L
ENSG00000153162	BMP6
ENSG00000153165	RGPD3
ENSG00000153179	RASSF3
ENSG00000153187	HNRNPU
ENSG00000153207	AHCTF1
ENSG00000153208	MERTK
ENSG00000153214	TMEM87B
ENSG00000153233	PTPRR
ENSG00000153234	NR4A2
ENSG00000153237	CCDC148
ENSG00000153246	PLA2R1
ENSG00000153250	RBMS1
ENSG00000153291	SLC25A27
ENSG00000153294	ADGRF4
ENSG00000153303	FRMD1
ENSG00000153310	FAM49B
ENSG00000153317	ASAP1
ENSG00000153339	TRAPPC8
ENSG00000153391	INO80C
ENSG00000153395	LPCAT1
ENSG00000153404	PLEKHG4B
ENSG00000153406	NMRAL1
ENSG00000153443	UBALD1
ENSG00000153485	TMEM251
ENSG00000153487	ING1
ENSG00000153531	ADPRHL1
ENSG00000153551	CMTM7
ENSG00000153558	FBXL2
ENSG00000153560	UBP1
ENSG00000153561	RMND5A
ENSG00000153707	PTPRD
ENSG00000153714	LURAP1L
ENSG00000153721	CNKSR3
ENSG00000153767	GTF2E1
ENSG00000153774	CFDP1
ENSG00000153779	TGIF2LX
ENSG00000153786	ZDHHC7
ENSG00000153790	C7orf31
ENSG00000153814	JAZF1
ENSG00000153815	CMIP
ENSG00000153822	KCNJ16
ENSG00000153823	PID1
ENSG00000153827	TRIP12
ENSG00000153832	FBXO36
ENSG00000153879	CEBPG
ENSG00000153885	KCTD15
ENSG00000153896	ZNF599
ENSG00000153898	MCOLN2
ENSG00000153902	LGI4
ENSG00000153904	DDAH1
ENSG00000153914	SREK1
ENSG00000153922	CHD1
ENSG00000153933	DGKE
ENSG00000153936	HS2ST1
ENSG00000153944	MSI2
ENSG00000153975	ZUFSP
ENSG00000153976	HS3ST3A1
ENSG00000153989	NUS1
ENSG00000153993	SEMA3D
ENSG00000154001	PPP2R5E
ENSG00000154016	GRAP
ENSG00000154027	AK5
ENSG00000154040	CABYR
ENSG00000154059	IMPACT
ENSG00000154065	ANKRD29
ENSG00000154079	SDHAF4
ENSG00000154096	THY1
ENSG00000154099	DNAAF1
ENSG00000154102	C16orf74
ENSG00000154114	TBCEL
ENSG00000154118	JPH3
ENSG00000154122	ANKH
ENSG00000154124	OTULIN
ENSG00000154127	UBASH3B
ENSG00000154133	ROBO4
ENSG00000154144	TBRG1
ENSG00000154153	FAM134B
ENSG00000154162	CDH12
ENSG00000154174	TOMM70
ENSG00000154217	PITPNC1
ENSG00000154222	CC2D1B
ENSG00000154227	CERS3
ENSG00000154229	PRKCA
ENSG00000154237	LRRK1
ENSG00000154240	CEP112
ENSG00000154258	ABCA9
ENSG00000154262	ABCA6
ENSG00000154265	ABCA5
ENSG00000154274	C4orf19
ENSG00000154277	UCHL1
ENSG00000154305	MIA3
ENSG00000154309	DISP1
ENSG00000154310	TNIK
ENSG00000154319	FAM167A
ENSG00000154328	NEIL2
ENSG00000154358	OBSCN
ENSG00000154359	LONRF1
ENSG00000154370	TRIM11
ENSG00000154380	ENAH
ENSG00000154429	CCSAP
ENSG00000154438	ASZ1
ENSG00000154447	SH3RF1
ENSG00000154451	GBP5
ENSG00000154473	BUB3
ENSG00000154493	C10orf90
ENSG00000154511	FAM69A
ENSG00000154556	SORBS2
ENSG00000154582	ELOC
ENSG00000154589	LY96
ENSG00000154639	CXADR
ENSG00000154642	C21orf91
ENSG00000154654	NCAM2
ENSG00000154655	L3MBTL4
ENSG00000154678	PDE1C
ENSG00000154710	RABGEF1
ENSG00000154721	JAM2
ENSG00000154723	ATP5J
ENSG00000154727	GABPA
ENSG00000154736	ADAMTS5
ENSG00000154743	TSEN2
ENSG00000154760	SLFN13
ENSG00000154767	XPC
ENSG00000154781	CCDC174
ENSG00000154803	FLCN
ENSG00000154813	DPH3
ENSG00000154814	OXNAD1
ENSG00000154832	CXXC1
ENSG00000154839	SKA1
ENSG00000154845	PPP4R1
ENSG00000154864	PIEZO2
ENSG00000154889	MPPE1
ENSG00000154917	RAB6B
ENSG00000154920	EME1
ENSG00000154928	EPHB1
ENSG00000154945	ANKRD40
ENSG00000154957	ZNF18
ENSG00000154975	CA10
ENSG00000155008	APOOL
ENSG00000155011	DKK2
ENSG00000155016	CYP2U1
ENSG00000155034	FBXL18
ENSG00000155052	CNTNAP5
ENSG00000155066	PROM2
ENSG00000155085	AK9
ENSG00000155093	PTPRN2
ENSG00000155096	AZIN1
ENSG00000155097	ATP6V1C1
ENSG00000155100	OTUD6B
ENSG00000155111	CDK19
ENSG00000155115	GTF3C6
ENSG00000155158	TTC39B
ENSG00000155229	MMS19
ENSG00000155256	ZFYVE27
ENSG00000155275	TRMT44
ENSG00000155307	SAMSN1
ENSG00000155313	USP25
ENSG00000155324	GRAMD3
ENSG00000155329	ZCCHC10
ENSG00000155330	C16orf87
ENSG00000155363	MOV10
ENSG00000155367	PPM1J
ENSG00000155380	SLC16A1
ENSG00000155393	HEATR3
ENSG00000155428	TRIM74
ENSG00000155438	NIFK
ENSG00000155463	OXA1L
ENSG00000155495	MAGEC1
ENSG00000155506	LARP1
ENSG00000155542	SETD9
ENSG00000155545	MIER3
ENSG00000155592	ZKSCAN2
ENSG00000155621	C9orf85
ENSG00000155629	PIK3AP1
ENSG00000155636	RBM45
ENSG00000155659	VSIG4
ENSG00000155660	PDIA4
ENSG00000155666	KDM8
ENSG00000155729	KCTD18
ENSG00000155744	FAM126B
ENSG00000155749	ALS2CR12
ENSG00000155760	FZD7
ENSG00000155792	DEPTOR
ENSG00000155816	FMN2
ENSG00000155827	RNF20
ENSG00000155846	PPARGC1B
ENSG00000155850	SLC26A2
ENSG00000155858	LSM11
ENSG00000155868	MED7
ENSG00000155876	RRAGA
ENSG00000155890	TRIM42
ENSG00000155903	RASA2
ENSG00000155906	RMND1
ENSG00000155926	SLA
ENSG00000155957	TMBIM4
ENSG00000155959	VBP1
ENSG00000155962	CLIC2
ENSG00000155975	VPS37A
ENSG00000155980	KIF5A
ENSG00000156011	PSD3
ENSG00000156026	MCU
ENSG00000156030	ELMSAN1
ENSG00000156052	GNAQ
ENSG00000156103	MMP16
ENSG00000156110	ADK
ENSG00000156127	BATF
ENSG00000156136	DCK
ENSG00000156140	ADAMTS3
ENSG00000156162	DPY19L4
ENSG00000156171	DRAM2
ENSG00000156172	C8orf37
ENSG00000156218	ADAMTSL3
ENSG00000156232	WHAMM
ENSG00000156239	N6AMT1
ENSG00000156256	USP16
ENSG00000156261	CCT8
ENSG00000156265	MAP3K7CL
ENSG00000156273	BACH1
ENSG00000156299	TIAM1
ENSG00000156304	SCAF4
ENSG00000156313	RPGR
ENSG00000156345	CDK20
ENSG00000156398	SFXN2
ENSG00000156411	C14orf2
ENSG00000156413	FUT6
ENSG00000156453	PCDH1
ENSG00000156463	SH3RF2
ENSG00000156466	GDF6
ENSG00000156469	MTERF3
ENSG00000156471	PTDSS1
ENSG00000156475	PPP2R2B
ENSG00000156482	RPL30
ENSG00000156500	FAM122C
ENSG00000156502	SUPV3L1
ENSG00000156504	FAM122B
ENSG00000156508	EEF1A1
ENSG00000156510	HKDC1
ENSG00000156515	HK1
ENSG00000156521	TYSND1
ENSG00000156531	PHF6
ENSG00000156564	LRFN2
ENSG00000156587	UBE2L6
ENSG00000156599	ZDHHC5
ENSG00000156603	MED19
ENSG00000156639	ZFAND3
ENSG00000156642	NPTN
ENSG00000156650	KAT6B
ENSG00000156671	SAMD8
ENSG00000156675	RAB11FIP1
ENSG00000156689	GLYATL2
ENSG00000156697	UTP14A
ENSG00000156711	MAPK13
ENSG00000156738	MS4A1
ENSG00000156787	TBC1D31
ENSG00000156795	WDYHV1
ENSG00000156802	ATAD2
ENSG00000156804	FBXO32
ENSG00000156831	NSMCE2
ENSG00000156853	ZNF689
ENSG00000156858	PRR14
ENSG00000156860	FBRS
ENSG00000156873	PHKG2
ENSG00000156875	MFSD14A
ENSG00000156876	SASS6
ENSG00000156925	ZIC3
ENSG00000156928	MALSU1
ENSG00000156931	VPS8
ENSG00000156958	GALK2
ENSG00000156959	LHFPL4
ENSG00000156968	MPV17L
ENSG00000156970	BUB1B
ENSG00000156976	EIF4A2
ENSG00000156983	BRPF1
ENSG00000156990	RPUSD3
ENSG00000157014	TATDN2
ENSG00000157020	SEC13
ENSG00000157045	NTAN1
ENSG00000157077	ZFYVE9
ENSG00000157103	SLC6A1
ENSG00000157106	SMG1
ENSG00000157107	FCHO2
ENSG00000157110	RBPMS
ENSG00000157152	SYN2
ENSG00000157168	NRG1
ENSG00000157181	C1orf27
ENSG00000157184	CPT2
ENSG00000157191	NECAP2
ENSG00000157212	PAXIP1
ENSG00000157214	STEAP2
ENSG00000157227	MMP14
ENSG00000157240	FZD1
ENSG00000157259	GATAD1
ENSG00000157303	SUSD3
ENSG00000157326	DHRS4
ENSG00000157330	C1orf158
ENSG00000157343	ARMC12
ENSG00000157349	DDX19B
ENSG00000157350	ST3GAL2
ENSG00000157353	FUK
ENSG00000157379	DHRS1
ENSG00000157388	CACNA1D
ENSG00000157399	ARSE
ENSG00000157404	KIT
ENSG00000157423	HYDIN
ENSG00000157429	ZNF19
ENSG00000157445	CACNA2D3
ENSG00000157450	RNF111
ENSG00000157456	CCNB2
